ActualDate,SummaryScore-neg,SummaryScore-neu,SummaryScore-pos,SummaryScore-compound,FullTextScore-neg,FullTextScore-neu,FullTextScore-pos,FullTextScore-compound,Date,Open,High,Low,Close,Adj Close,Volume,Symbol
2021-07-26,0.007983333333333334,0.9118833333333334,0.08015,0.20160166666666668,0.018386897950803605,0.8976592679642851,0.08396997496157854,0.177471305654023,2021-07-26,650.969970703125,668.2000122070312,647.1099853515625,657.6199951171875,657.6199951171875,25336600,TSLA
2021-07-27,0.03275666666666667,0.8722388888888889,0.061671111111111114,0.08579022222222221,0.0374257419160736,0.8607778571079016,0.06845111623018305,0.08954991702306893,2021-07-27,663.4000244140625,666.5,627.239990234375,644.780029296875,644.780029296875,32813300,TSLA
2021-07-28,0.027075,0.8838125,0.0891,0.17420750000000002,0.02886832602844151,0.8883543055493475,0.08277467796026076,0.16298922288812479,2021-07-28,647.0,654.969970703125,639.4000244140625,646.97998046875,646.97998046875,16006600,TSLA
2021-07-29,0.04627272727272727,0.8774000000000001,0.07630909090909091,0.09550484848484847,0.04788611026784904,0.8700864625417086,0.08200840854699577,0.1089752256641106,2021-07-29,649.7899780273438,683.6900024414062,648.7999877929688,677.3499755859375,677.3499755859375,30394600,TSLA
2021-07-30,0.02817826086956522,0.9068565217391305,0.06496521739130434,0.08905391304347825,0.030218577948886743,0.884115602114995,0.0856578041662686,0.1447010997024852,2021-07-30,671.760009765625,697.530029296875,669.0,687.2000122070312,687.2000122070312,29600500,TSLA
