Symbol,Date,Open,High,Low,Close,Adj Close,Volume,neg,neu,pos,compound
TSLA,2018-02-20,66.89399719238281,68.16799926757812,66.30000305175781,66.9540023803711,66.9540023803711,20047000,0.07931428571428571,0.8362857142857143,0.08442857142857142,-0.04223714285714286
TSLA,2018-02-21,67.20600128173828,67.93800354003906,66.63400268554688,66.66000366210938,66.66000366210938,16098000,0.0379,0.8676999999999999,0.09442,0.192002
TSLA,2018-02-22,67.10600280761719,69.48799896240234,66.94999694824219,69.23400115966797,69.23400115966797,34849000,0.02448,0.88404,0.09144,0.219292
TSLA,2018-02-23,69.56600189208984,70.99800109863281,69.41999816894531,70.41000366210938,70.41000366210938,29087000,0.05895,0.8602500000000001,0.08085,0.095655
TSLA,2018-02-26,70.69999694824219,71.80000305175781,70.47200012207031,71.48400115966797,71.48400115966797,21700000,0.041025000000000006,0.9140999999999999,0.0449,0.03248000000000001
TSLA,2018-02-27,71.25,71.99800109863281,70.00199890136719,70.197998046875,70.197998046875,23987000,0.06675333333333333,0.8491866666666666,0.08409333333333333,0.04140666666666666
TSLA,2018-02-28,70.51399993896484,71.0479965209961,68.44400024414062,68.61199951171875,68.61199951171875,30348500,0.01851111111111111,0.8993333333333334,0.08215555555555556,0.19253777777777778
TSLA,2018-03-01,69.00199890136719,69.73400115966797,66.01399993896484,66.18599700927734,66.18599700927734,34428000,0.0142,0.92285,0.06295,0.1797975
TSLA,2018-03-02,65.39600372314453,67.04399871826172,64.59400177001953,67.02400207519531,67.02400207519531,25464000,0.0,0.4609,0.0391,0.15231
TSLA,2018-03-05,66.47799682617188,67.55000305175781,65.85800170898438,66.66999816894531,66.66999816894531,19119000,0.014888888888888889,0.8947333333333334,0.0904,0.23625259259259257
TSLA,2018-03-06,66.75,67.27400207519531,65.40599822998047,65.63999938964844,65.63999938964844,21428500,0.03697777777777778,0.9117555555555555,0.05126666666666667,0.0652488888888889
TSLA,2018-03-07,65.08799743652344,66.5,64.3479995727539,66.45999908447266,66.45999908447266,25036500,0.018325,0.894475,0.087225,0.19379000000000002
TSLA,2018-03-08,66.5719985961914,66.66000366210938,65.25399780273438,65.81999969482422,65.81999969482422,17831000,0.033305555555555554,0.8967166666666668,0.07,0.07022666666666667
TSLA,2018-03-09,64.81999969482422,65.697998046875,64.4739990234375,65.43399810791016,65.43399810791016,27534000,0.08420000000000001,0.9117,0.004200000000000001,-0.22466
TSLA,2018-03-12,65.72200012207031,69.44200134277344,65.30000305175781,69.10199737548828,69.10199737548828,41320000,0.0101,0.9123249999999999,0.077575,0.18916750000000002
TSLA,2018-03-13,65.72200012207031,69.44200134277344,65.30000305175781,68.36799621582031,68.36799621582031,29829000,0.057422222222222215,0.8623555555555557,0.08015555555555556,0.09816
TSLA,2018-03-14,67.35199737548828,67.96199798583984,64.78600311279297,65.32599639892578,65.32599639892578,39837000,0.0245,0.9117000000000001,0.0638,0.10926749999999998
TSLA,2018-03-15,65.8759994506836,66.56999969482422,64.22000122070312,65.12000274658203,65.12000274658203,32824000,0.016733333333333333,0.9072,0.07603333333333333,0.19935
TSLA,2018-03-16,64.58599853515625,65.4800033569336,63.81399917602539,64.2699966430664,64.2699966430664,30586500,0.02075,0.90525,0.074,0.1094
TSLA,2018-03-19,63.29999923706055,64.1500015258789,61.933998107910156,62.71200180053711,62.71200180053711,37421500,0.02295,0.89625,0.08082500000000001,0.18596500000000002
TSLA,2018-03-20,62.9739990234375,63.25,61.75199890136719,62.11000061035156,62.11000061035156,23821500,0.044075,0.8751,0.08082500000000001,0.131465
TSLA,2018-03-21,62.04999923706055,64.48799896240234,62.03799819946289,63.305999755859375,63.305999755859375,29792000,0.035755555555555554,0.8776666666666667,0.0866,0.15201777777777778
TSLA,2018-03-22,62.77799987792969,63.763999938964844,61.63600158691406,61.81999969482422,61.81999969482422,24699000,0.01625,0.8714000000000001,0.112325,0.23522750000000003
TSLA,2018-03-23,62.25,62.25,60.09000015258789,60.30799865722656,60.30799865722656,33274500,0.0634,0.7979999999999999,0.1386,0.18657999999999997
TSLA,2018-03-26,61.46799850463867,61.518001556396484,58.27199935913086,60.83599853515625,60.83599853515625,41876000,0.0355,0.8641,0.1004,0.19464666666666666
TSLA,2018-03-27,60.79999923706055,60.854000091552734,55.43600082397461,55.83599853515625,55.83599853515625,69360000,0.03255555555555555,0.8957555555555555,0.07171111111111111,0.09642888888888888
TSLA,2018-03-28,52.91600036621094,53.736000061035156,50.41999816894531,51.555999755859375,51.555999755859375,105007000,0.052500000000000005,0.862875,0.08460000000000001,0.1052375
TSLA,2018-03-29,51.29800033569336,54.19200134277344,49.641998291015625,53.22600173950195,53.22600173950195,75853500,0.0344,0.7744,0.19119999999999998,0.4136
TSLA,2018-04-02,51.25199890136719,52.066001892089844,48.917999267578125,50.49599838256836,50.49599838256836,80570000,0.025175,0.89055,0.0843,0.1443975
TSLA,2018-04-03,53.9640007019043,54.66999816894531,50.89799880981445,53.50600051879883,53.50600051879883,94222000,0.0592,0.7954,0.1454,0.25125666666666663
TSLA,2018-04-04,50.555999755859375,57.67399978637695,50.400001525878906,57.38800048828125,57.38800048828125,99483500,0.04648125,0.88798125,0.06555625,0.094664375
TSLA,2018-04-05,57.86800003051758,61.25199890136719,57.63999938964844,61.14400100708008,61.14400100708008,95605500,0.052074999999999996,0.8659749999999999,0.08207500000000001,0.18771749999999998
TSLA,2018-04-06,60.20000076293945,61.85599899291992,59.099998474121094,59.86000061035156,59.86000061035156,67601500,0.0,0.0,0.0,0.0
TSLA,2018-04-09,60.07400131225586,61.900001525878906,57.84199905395508,57.93199920654297,57.93199920654297,51249000,0.050666666666666665,0.8980666666666667,0.05123333333333333,0.016159999999999997
TSLA,2018-04-10,59.79399871826172,61.41999816894531,58.736000061035156,60.939998626708984,60.939998626708984,54949000,0.015428571428571427,0.8611142857142857,0.12345714285714285,0.29149047619047613
TSLA,2018-04-11,60.14799880981445,61.79600143432617,59.93199920654297,60.18600082397461,60.18600082397461,37414500,0.05740000000000001,0.87605,0.06655,0.038222500000000006
TSLA,2018-04-12,60.4640007019043,60.790000915527344,58.736000061035156,58.816001892089844,58.816001892089844,38044000,0.043300000000000005,0.8724333333333334,0.08426666666666666,0.14502
TSLA,2018-04-13,60.720001220703125,60.790000915527344,59.19599914550781,60.06800079345703,60.06800079345703,36636000,0.0,0.0,0.0,0.0
TSLA,2018-04-16,59.79999923706055,59.93199920654297,57.801998138427734,58.242000579833984,58.242000579833984,31692500,0.03813333333333333,0.8305555555555555,0.13133333333333333,0.17595481481481481
TSLA,2018-04-17,57.77399826049805,58.433998107910156,56.50199890136719,57.53799819946289,57.53799819946289,35000000,0.020039999999999995,0.8939999999999999,0.08596,0.14998399999999998
TSLA,2018-04-18,58.215999603271484,60.04800033569336,57.63199996948242,58.66999816894531,58.66999816894531,32788500,0.0157,0.8798600000000001,0.10444,0.268899
TSLA,2018-04-19,58.215999603271484,60.20199966430664,57.709999084472656,60.01599884033203,60.01599884033203,30453000,0.0174,0.8939,0.0887,0.22032666666666667
TSLA,2018-04-20,59.034000396728516,59.99599838256836,57.95000076293945,58.04800033569336,58.04800033569336,28139500,0.0,0.0,0.0,0.0
TSLA,2018-04-23,58.257999420166016,58.32400131225586,56.465999603271484,56.67399978637695,56.67399978637695,24467000,0.038525000000000004,0.88415,0.0773,0.11233499999999999
TSLA,2018-04-24,57.0,57.417999267578125,55.69200134277344,56.69200134277344,56.69200134277344,28426500,0.06326666666666667,0.8373777777777778,0.09937777777777779,0.10888777777777779
TSLA,2018-04-25,56.70000076293945,57.03200149536133,55.45000076293945,56.13800048828125,56.13800048828125,20068000,0.03664444444444445,0.8923777777777777,0.07095555555555555,0.10592222222222222
TSLA,2018-04-26,55.75,57.15800094604492,55.29999923706055,57.09600067138672,57.09600067138672,21780000,0.02753333333333333,0.8517333333333333,0.12073333333333335,0.2079
TSLA,2018-04-27,57.07400131225586,58.89400100708008,56.76599884033203,58.816001892089844,58.816001892089844,21823000,0.0,0.0,0.0,0.0
TSLA,2018-04-30,58.72200012207031,59.74599838256836,58.5,58.779998779296875,58.779998779296875,21141000,0.0484,0.8769199999999999,0.07464,0.09328800000000001
TSLA,2018-05-01,58.70199966430664,60.16400146484375,58.64400100708008,59.98400115966797,59.98400115966797,23128000,0.0644,0.84271,0.09293,0.084298
TSLA,2018-05-02,59.7140007019043,61.369998931884766,59.555999755859375,60.22999954223633,60.22999954223633,44852000,0.038919999999999996,0.9089400000000001,0.052160000000000005,0.067872
TSLA,2018-05-03,55.757999420166016,57.608001708984375,55.04600143432617,56.88999938964844,56.88999938964844,86760500,0.06286666666666667,0.8799333333333333,0.0572,-0.00035333333333335365
TSLA,2018-05-04,56.599998474121094,59.37200164794922,55.90399932861328,58.81800079345703,58.81800079345703,42847000,0.0,0.0,0.0,0.0
TSLA,2018-05-07,59.5,61.19200134277344,59.034000396728516,60.55400085449219,60.55400085449219,43391000,0.007120000000000001,0.89011,0.10281,0.303666
TSLA,2018-05-08,60.15999984741211,61.54999923706055,59.79999923706055,60.39400100708008,60.39400100708008,29650000,0.049228571428571434,0.8557714285714286,0.095,0.07807619047619048
TSLA,2018-05-09,60.082000732421875,61.402000427246094,60.0099983215332,61.369998931884766,61.369998931884766,28637000,0.035925,0.8928,0.07125,0.10076750000000001
TSLA,2018-05-10,61.5,62.597999572753906,60.821998596191406,61.00400161743164,61.00400161743164,28258000,0.01445,0.9113,0.074275,0.17593
TSLA,2018-05-11,61.540000915527344,61.7760009765625,59.816001892089844,60.21200180053711,60.21200180053711,23398000,0.0,0.0,0.0,0.0
TSLA,2018-05-14,60.66400146484375,60.987998962402344,58.32400131225586,58.39400100708008,58.39400100708008,36434000,0.016125,0.87975,0.1041,0.2238675
TSLA,2018-05-15,57.00199890136719,57.391998291015625,56.099998474121094,56.83599853515625,56.83599853515625,47596000,0.03435,0.857575,0.108075,0.15314
TSLA,2018-05-16,56.76599884033203,57.762001037597656,56.3120002746582,57.29600143432617,57.29600143432617,28370000,0.03491428571428571,0.8625999999999999,0.10248571428571429,0.18364
TSLA,2018-05-17,57.18000030517578,57.8380012512207,56.79399871826172,56.90800094604492,56.90800094604492,22103000,0.0512,0.9018,0.047,0.05091200000000001
TSLA,2018-05-18,56.93000030517578,56.93000030517578,54.79999923706055,55.36399841308594,55.36399841308594,36259500,0.0,0.0,0.0,0.0
TSLA,2018-05-21,56.26599884033203,58.29800033569336,56.2599983215332,56.89799880981445,56.89799880981445,45913000,0.022725000000000002,0.8818999999999999,0.095375,0.22501
TSLA,2018-05-22,57.551998138427734,57.599998474121094,54.683998107910156,55.00199890136719,55.00199890136719,44729000,0.04677777777777778,0.8782222222222222,0.07502222222222223,0.11122444444444442
TSLA,2018-05-23,55.551998138427734,55.981998443603516,54.79999923706055,55.81399917602539,55.81399917602539,29925500,0.022314285714285714,0.889942857142857,0.08774285714285714,0.2182542857142857
TSLA,2018-05-24,55.68000030517578,56.22200012207031,54.97800064086914,55.56999969482422,55.56999969482422,20883500,0.05292499999999999,0.8675,0.079575,0.068825
TSLA,2018-05-25,55.5260009765625,55.928001403808594,55.12200164794922,55.77000045776367,55.77000045776367,19375500,0.0098,0.9315999999999999,0.05840000000000001,0.16062
TSLA,2018-05-29,55.70199966430664,57.29999923706055,55.22999954223633,56.75199890136719,56.75199890136719,28333000,0.033925,0.840525,0.125575,0.31366916666666667
TSLA,2018-05-30,56.65800094604492,59.00199890136719,56.31999969482422,58.34400177001953,58.34400177001953,37448500,0.04624444444444445,0.8887777777777778,0.06497777777777777,0.05878222222222223
TSLA,2018-05-31,57.44200134277344,58.07400131225586,56.58599853515625,56.94599914550781,56.94599914550781,29598500,0.025880000000000004,0.88386,0.09024000000000001,0.17049599999999998
TSLA,2018-06-01,57.172000885009766,58.38999938964844,56.768001556396484,58.36399841308594,58.36399841308594,27122000,0.04697142857142857,0.8436857142857143,0.10937142857142856,0.20166285714285714
TSLA,2018-06-04,58.86800003051758,59.79999923706055,58.709999084472656,59.347999572753906,59.347999572753906,23989000,0.0324,0.8701266666666667,0.09745333333333334,0.14828333333333335
TSLA,2018-06-05,59.540000915527344,59.560001373291016,57.347999572753906,58.22600173950195,58.22600173950195,29976000,0.03156,0.8968399999999999,0.0716,0.08707333333333334
TSLA,2018-06-06,60.099998474121094,64.43399810791016,59.49599838256836,63.900001525878906,63.900001525878906,93836500,0.01575,0.899275,0.084925,0.2126125
TSLA,2018-06-07,63.22999954223633,66.0,62.715999603271484,63.21799850463867,63.21799850463867,71726500,0.014175,0.92605,0.05975,0.10441916666666666
TSLA,2018-06-08,63.79999923706055,64.89600372314453,63.43000030517578,63.53200149536133,63.53200149536133,41026000,0.0,0.9384,0.0616,0.19151
TSLA,2018-06-11,64.50199890136719,66.93199920654297,64.5,66.41999816894531,66.41999816894531,65917500,0.029599999999999998,0.90922,0.06118,0.10015533333333333
TSLA,2018-06-12,68.94000244140625,70.99400329589844,67.5999984741211,68.55400085449219,68.55400085449219,111737000,0.05924,0.86352,0.07728,0.061243999999999986
TSLA,2018-06-13,69.34200286865234,69.44000244140625,67.95999908447266,68.95600128173828,68.95600128173828,47349000,0.020899999999999995,0.870725,0.1084,0.22948166666666667
TSLA,2018-06-14,69.5260009765625,71.75,69.31999969482422,71.54399871826172,71.54399871826172,54905000,0.030571428571428572,0.8663428571428572,0.1030857142857143,0.18228
TSLA,2018-06-15,70.76799774169922,72.93399810791016,70.25,71.63400268554688,71.63400268554688,54241500,0.005333333333333333,0.9192666666666667,0.07540000000000001,0.20748000000000003
TSLA,2018-06-18,71.08000183105469,74.74600219726562,70.9000015258789,74.16600036621094,74.16600036621094,60366000,0.04384444444444444,0.8302444444444445,0.12593333333333334,0.1893511111111111
TSLA,2018-06-19,73.03199768066406,74.0,69.25,70.51000213623047,70.51000213623047,63809500,0.03905,0.9129750000000001,0.04805,0.045134999999999995
TSLA,2018-06-20,71.60800170898438,72.8759994506836,70.4000015258789,72.44400024414062,72.44400024414062,41918500,0.01838,0.8779199999999999,0.10368,0.231346
TSLA,2018-06-21,72.4000015258789,73.24199676513672,69.25399780273438,69.50199890136719,69.50199890136719,39835500,0.016674074074074077,0.9148000000000001,0.06852592592592593,0.14668037037037038
TSLA,2018-06-22,70.30799865722656,70.44999694824219,66.4000015258789,66.72599792480469,66.72599792480469,51330500,0.028200000000000003,0.88856,0.08324000000000001,0.142856
TSLA,2018-06-25,66.02400207519531,67.69400024414062,65.5,66.60199737548828,66.60199737548828,34656500,0.04732,0.8710799999999999,0.08162,0.10264
